,Pressure,Put_ROI
0,0.5,0.18518518518518512
1,0.5,0.111111111111111
2,0.5,0.2962962962962961
3,0.6,-0.15189873417721517
4,0.5,0.558139534883721
5,0.5,-0.2571428571428571
6,0.6,0.10000000000000009
7,0.5,0.3333333333333333
8,0.6,-0.15887850467289721
9,0.4,0.2758620689655173
10,0.6,0.5621621621621622
11,0.4,0.24999999999999994
12,0.5,0.5291262135922329
13,0.5,-0.10176991150442478
14,0.6,0.28301886792452824
15,0.6,0.3806451612903226
16,0.5,-0.6774193548387097
17,0.6,-0.6799999999999999
18,0.4,0.06521739130434775
19,0.4,0.01960784313725492
20,0.5,0.1509433962264151
21,0.5,0.34394904458598713
22,0.5,0.842105263157895
23,0.5,0.5503875968992248
24,0.6,-0.8333333333333333
25,0.5,-0.12280701754385967
26,0.4,-0.24193548387096772
27,0.6,-0.22727272727272735
28,0.5,0.14285714285714277
29,0.5,0.11382113821138222
30,0.5,0.14741035856573712
31,0.4,0.11313868613138671
32,0.5,0.3214285714285713
33,0.6,-0.09523809523809532
34,0.4,0.2885906040268456
35,0.5,0.7777777777777776
36,0.5,-0.09459459459459477
37,0.4,0.8558951965065502
38,0.4,0.19402985074626874
39,0.4,0.01913875598086126
40,0.6,0.022388059701492557
41,0.4,0.04487179487179477
42,0.4,0.21153846153846143
43,0.5,0.14479638009049767
44,0.5,0.21327014218009488
45,0.5,0.1953488372093023
46,0.5,-0.13953488372093015
47,0.5,0.9553072625698323
48,0.5,0.5270935960591135
49,0.5,0.5499999999999999
50,0.7,0.05084745762711869
51,0.6,1.0
52,0.6,1.077922077922078
53,0.6,0.8987341772151898
54,0.5,-0.34302325581395354
55,0.3,-0.23893805309734506
56,0.5,-0.4619883040935672
57,0.5,-0.10526315789473693
58,0.7,0.22881355932203393
59,0.5,-0.15789473684210523
60,0.3,-0.04972375690607739
61,0.6,-0.09999999999999991
62,0.5,-0.1167883211678833
63,0.4,0.06349206349206354
64,0.6,0.07999999999999995
65,0.4,-0.13142857142857142
66,0.4,-0.0614525139664805
67,0.4,0.10738255033557041
68,0.5,0.07801418439716319
69,0.6,-0.19298245614035078
70,0.5,0.31125827814569534
71,0.5,0.29729729729729726
72,0.4,0.07486631016042763
73,0.6,0.043795620437956075
74,0.5,-0.21604938271604943
75,0.5,0.2388059701492536
76,0.5,0.1884057971014493
77,0.9,0.0
78,0.7,-0.9880000000000001
79,0.9,-0.8775510204081632
80,0.5,0.04377104377104373
81,0.5,0.1469534050179212
82,0.5,0.350210970464135
83,0.6,0.09868421052631574
84,0.6,0.18666666666666668
85,0.5,0.42038216560509545
86,0.5,0.34507042253521125
87,0.6,0.459016393442623
88,0.5,0.07317073170731714
89,0.6,0.2890624999999999
90,0.5,0.17482517482517484
91,0.5,-0.3303571428571429
92,0.4,-0.5909090909090909
93,0.4,-0.5869565217391305
94,0.6,0.7878787878787881
95,0.5,0.6578947368421053
96,0.5,0.48101265822784794
97,0.5,0.3714285714285714
98,0.5,0.4166666666666665
99,0.6,-0.06285714285714292
100,0.3,0.13553113553113558
101,0.4,0.30733944954128434
102,0.4,0.3125
103,0.6,-0.13333333333333336
104,0.6,-0.07692307692307698
105,0.6,-0.16666666666666663
106,0.6,0.08333333333333341
107,0.6,0.3999999999999999
108,0.6,-0.30000000000000004
109,0.4,0.3333333333333333
110,0.7,0.08333333333333341
111,0.3,-0.4545454545454546
112,0.2,-0.3636363636363637
113,0.5,-0.7999999999999999
114,0.5,-0.7575757575757576
115,0.4,-0.6976744186046512
116,0.6,-0.27999999999999997
117,0.4,0.7209302325581397
118,0.5,-0.21590909090909097
119,0.6,-0.3584905660377359
120,0.5,-0.4251497005988024
121,0.5,-0.36158192090395486
122,0.6,-0.4788732394366197
123,0.4,-0.47474747474747475
124,0.6,0.08053691275167793
125,0.5,0.050458715596330216
126,0.5,-0.14814814814814828
127,0.5,-0.1111111111111112
128,0.3,0.07894736842105259
129,0.6,0.16666666666666663
130,0.5,-0.040000000000000036
131,0.5,-0.4090909090909091
132,0.5,0.0
133,0.4,0.15137614678899064
134,0.4,-0.12093023255813955
135,0.5,-0.5945945945945946
136,0.4,-0.5241935483870968
137,0.3,-0.1257142857142857
138,0.4,0.03846153846153849
139,0.5,0.09090909090909093
140,0.5,-0.5545454545454546
141,0.5,-0.38750000000000007
142,0.5,0.25757575757575774
143,0.7,-0.75
144,0.5,0.3235294117647059
145,0.6,0.8518518518518517
146,0.6,1.2210526315789474
147,0.3,-0.08633093525179848
148,0.3,-0.030181086519114688
149,0.2,-0.03187250996015939
150,0.1,-0.06991525423728823
151,0.1,-0.05532786885245893
152,0.5,0.0
153,0.5,-0.06250000000000006
154,0.5,0.1304347826086958
155,0.5,0.409090909090909
156,0.5,-0.11290322580645164
157,0.5,-0.29032258064516125
158,0.5,0.0
159,0.5,-0.19354838709677422
160,0.4,-0.12195121951219502
161,0.6,0.2499999999999999
162,0.6,-0.4444444444444444
163,0.5,-0.17748917748917756
164,0.5,0.40624999999999983
165,0.5,0.1772727272727271
166,0.5,-0.37837837837837845
167,0.5,-0.14705882352941177
168,0.4,-0.2583333333333333
169,0.6,-0.32653061224489804
170,0.4,-0.33333333333333326
171,0.5,-0.3508771929824561
172,0.6,-0.3846153846153846
173,0.5,-0.4576271186440678
174,0.6,0.7209302325581397
175,0.6,1.0
176,0.5,0.29411764705882365
177,0.5,0.2631578947368421
178,0.5,0.21052631578947364
179,0.5,0.16666666666666669
180,0.4,-0.050000000000000044
181,0.5,0.2666666666666666
182,0.5,-0.03846153846153849
183,0.6,0.023809523809523725
184,0.5,0.07936507936507936
185,0.4,-0.5531914893617021
186,0.4,-0.3125
187,0.5,-0.5729166666666667
188,0.5,-0.09999999999999994
189,0.5,-0.2812500000000001
190,0.5,-0.19354838709677422
191,0.5,-0.18518518518518517
192,0.4,0.0714285714285715
193,0.6,-0.2222222222222223
194,0.4,-0.04347826086956525
195,0.6,-0.2619047619047619
196,0.4,-0.31818181818181823
197,0.5,-0.0555555555555556
198,0.5,-0.0555555555555556
199,0.4,0.12499999999999997
200,0.4,0.05882352941176476
201,0.6,-0.28571428571428564
202,0.6,-0.4285714285714285
203,0.6,-0.25000000000000006
204,0.5,-0.28571428571428564
205,0.5,-0.33333333333333326
206,0.6,-0.05882352941176463
207,0.5,0.15625
208,0.5,-0.14705882352941177
209,0.6,-0.3214285714285714
210,0.5,-0.18518518518518517
211,0.3,0.050000000000000044
212,0.6,0.18181818181818177
213,0.5,-0.1276595744680852
214,0.5,-0.02439024390243894
215,0.5,0.39130434782608714
216,0.5,0.040816326530612096
217,0.5,0.15999999999999998
218,0.4,0.0487804878048781
219,0.5,-0.07499999999999996
220,0.7,-0.09999999999999991
221,0.2,-0.15189873417721517
222,0.3,-0.13114754098360648
223,0.3,-0.015625000000000014
224,0.5,-0.08888888888888896
225,0.5,-0.3758241758241758
226,0.2,-0.21590909090909094
227,0.2,-0.23529411764705882
228,0.2,-0.32042253521126757
229,0.4,-0.14563106796116504
230,0.6,-0.07569721115537847
231,0.5,-0.2939068100358423
232,0.8,0.8333333333333334
233,0.4,0.17948717948717943
234,0.6,-0.1403508771929824
235,0.7,-0.06000000000000005
236,0.3,-0.08181818181818189
237,0.4,0.06741573033707858
238,0.4,0.32835820895522383
239,0.7,1.024390243902439
240,0.6,1.1276595744680853
241,0.5,-0.38235294117647056
242,0.5,-0.28571428571428564
243,0.4,-0.35294117647058815
244,0.5,-0.2962962962962964
245,0.5,0.7500000000000001
246,0.5,0.619047619047619
247,0.5,0.2913907284768212
248,0.5,0.1631205673758865
249,0.5,-0.04210526315789466
250,0.4,0.019417475728155355
251,0.5,0.15000000000000005
252,0.5,0.062499999999999965
253,0.5,0.23636363636363633
254,0.5,0.15909090909090892
255,0.3,-0.3838709677419355
256,0.5,-0.08771929824561403
257,0.5,0.0
258,0.5,0.13333333333333325
259,0.6,0.4222222222222223
260,0.4,0.1971830985915493
261,0.5,-0.3571428571428571
262,0.4,0.7901234567901235
263,0.5,0.7575757575757576
264,0.5,1.120689655172414
265,0.6,-0.45833333333333337
266,0.6,-0.3333333333333334
267,0.5,-0.48854961832061067
268,0.6,-0.43939393939393934
269,0.7,-0.15000000000000002
270,0.5,-0.9666666666666667
271,0.6,-0.12499999999999993
272,0.6,-0.36
273,0.6,0.5000000000000001
274,0.5,0.7916666666666666
275,0.3,-0.39999999999999997
276,0.5,-0.7435897435897436
277,0.5,0.8333333333333334
278,0.5,-0.40892193308550184
279,0.4,-0.4296028880866426
280,0.5,-0.4575342465753425
281,0.4,0.44723618090452255
282,0.4,0.10628019323671507
283,0.3,0.14207650273224032
284,0.5,-0.172972972972973
285,0.6,-0.39473684210526316
286,0.5,-0.13492063492063486
287,0.5,-0.07258064516129038
288,0.5,0.534090909090909
289,0.8,3.2021276595744683
290,0.5,0.70995670995671
291,0.8,0.8750000000000001
292,0.5,0.09793814432989688
293,0.5,-0.2978723404255319
294,0.5,-0.4722222222222222
295,0.5,-0.3511904761904761
296,0.6,-0.05691056910569111
297,0.5,-0.3581081081081081
298,0.3,-0.5714285714285714
299,0.4,-0.35593220338983056
300,0.5,-0.40476190476190477
301,0.5,-0.17777777777777773
302,0.4,0.0
303,0.5,0.20754716981132088
304,0.5,0.09615384615384615
305,0.5,-0.5102564102564102
306,0.6,-0.4606060606060606
307,0.5,0.0571428571428572
308,0.5,-0.016666666666666607
309,0.6,-0.24561403508771934
310,0.4,-0.44000000000000006
311,0.6,0.5454545454545453
312,0.6,0.8999999999999999
313,0.5,-0.020958083832335203
314,0.4,-0.05913978494623663
315,0.4,-0.26086956521739124
316,0.4,0.7272727272727271
317,0.6,-0.6666666666666666
318,0.6,0.45454545454545453
319,0.4,-0.08571428571428566
320,0.4,-0.0571428571428572
321,0.4,0.17647058823529416
322,0.4,0.3
323,0.4,0.4800000000000001
324,0.5,-0.4036697247706422
325,0.2,-0.32
326,0.6,0.03571428571428575
327,0.6,0.07692307692307682
328,0.3,0.375
329,0.6,0.6499999999999999
330,0.5,0.2800000000000001
331,0.6,0.4683544303797467
332,0.6,0.672268907563025
333,0.5,-0.4
334,0.6,-0.24999999999999994
335,0.5,-0.8125
336,0.5,-0.7333333333333334
337,0.5,-0.7500000000000001
338,0.6,1.0303030303030305
339,0.9,-0.19999999999999998
